onset	duration	accuracy	response_time	image
12.016	2	0	0	-49
14.065	2	1	1.729	13
16.131	2	1	1.536	-14
18.196	2	1	1.093	15
20.262	2	1	0.948	-21
26.01	2	0	0	-22
30.009	2	1	0.827	23
32.075	2	0	1.494	17
34.14	2	1	1.599	18
36.206	2	1	1.123	-19
42.004	2	0	0	52
44.053	2	1	0.95	1
46.119	2	0	0.917	2
50.018	2	0	0	-3
52.067	2	0	1.369	-5
58.015	2	0	0	-6
60.064	2	1	0.881	7
66.012	2	0	0	-53
70.01	2	0	1.567	-9
72.076	2	0	0	10
76.008	2	0	0	-11
82.006	2	1	0.955	54
86.004	2	1	1.422	-21
88.07	2	1	1.644	-22
92.019	2	0	0	24
94.068	2	0	1.382	51
96.134	2	0	1.477	13
100.016	2	0	0	-14
102.065	2	1	1.33	16
106.013	2	0	0	17
112.011	2	1	1.072	18
114.077	2	1	0.988	-20
118.009	2	1	0.796	1
120.075	2	0	0.831	2
124.006	2	1	1.011	-4
130.004	2	0	1.032	-50
132.07	2	1	1.067	-5
134.136	2	1	1.052	-6
136.202	2	1	0.786	8
142.016	2	1	1.364	-9
144.082	2	0	1.234	10
148.014	2	1	1.053	-12
152.012	2	0	1.015	-5
158.01	2	1	0.968	-6
162.009	2	1	0.898	7
166.007	2	0	1.388	17
172.005	2	1	0.911	18
176.003	2	1	1.11	-20
178.069	2	0	0.878	-53
180.135	2	1	1.035	-21
182.201	2	1	1.202	-22
184.267	2	1	0.918	24
190.015	2	1	1.084	-50
196.012	2	1	0.927	-5
198.078	2	1	0.939	-6
202.01	2	0	0.855	8
204.076	2	1	0.039	54
210.007	2	0	1.748	17
212.073	2	1	1.043	18
216.005	2	1	0.837	-19
218.071	2	0	1.186	-49
220.137	2	1	1.178	-21
226.018	2	1	1.674	-22
228.1	2	1	0.791	23
230.183	2	1	0.85	-9
232.265	2	0	1.105	10
238.013	2	1	0.981	-12
240.096	2	1	0.588	1
242.178	2	0	1.039	2
248.009	2	1	1.49	-3
250.092	2	1	0.958	51
254.007	2	0	0.916	13
258.006	2	1	1.733	-14
264.003	2	1	0.896	16
268.002	2	1	0.711	-9
270.068	2	0	0.88	10
276.015	2	1	1.14	-11
280.014	2	1	0.963	52
286.012	2	1	0.813	1
288.094	2	0	0.874	2
294.009	2	0	1.849	-4
296.091	2	1	1.126	13
298.174	2	1	1.005	-14
304.005	2	1	1.076	15
