onset	duration	accuracy	response_time	image
12.009	2	1	0	29
16.007	2	1	0	-41
21.005	2	1	0	-21
26.003	2	1	0	-43
30.018	2	1	0.825	-9
34.017	2	1	0	45
38.015	2	1	0	-35
42.014	2	1	0	-5
46.012	2	1	0	-50
51.011	2	1	0	33
58.008	2	1	0	23
62.006	2	1	0	49
67.004	2	1	0	17
74.018	2	1	0	-11
78.017	2	1	0.691	-5
85.014	2	1	0	1
92.012	2	1	0	-25
97.01	2	1	0	31
101.008	2	1	0	-19
107.006	2	1	1.117	33
113.004	2	1	0	-9
119.018	2	1	0	13
124.016	2	1	0	-27
130.014	2	1	0	-3
134.012	2	1	0	39
140.01	2	1	0	54
144.009	2	1	0	7
148.007	2	1	0	-52
152.006	2	1	0	15
159.003	2	1	0	51
163.018	2	1	0	-37
168.016	2	1	0	-53
175.014	2	1	0	47
181.011	2	1	0	-5
186.009	2	1	0	-53
190.008	2	1	0	7
195.006	2	1	0	-11
199.004	2	1	0	13
206.002	2	1	0	1
213.016	2	1	0.922	29
219.013	2	1	0	45
223.012	2	1	0	15
227.01	2	1	0	17
233.008	2	1	0	-35
237.007	2	1	0	47
243.004	2	1	0	-19
250.002	2	1	0	-52
254.017	2	1	0.762	-11
260.015	2	1	0	39
266.012	2	1	0	29
273.01	2	1	0	54
280.007	2	1	0	-21
286.005	2	1	0	49
290.003	2	1	0	51
294.002	2	1	0	-9
299.016	2	1	0	-3
306.014	2	1	0	23
312.012	2	1	0	-41
317.01	2	1	0	-25
321.008	2	1	0	-37
328.005	2	1	0	33
333.003	2	1	0	-43
340.018	2	1	0	-27
345.016	2	1	0	31
349.014	2	1	0	-50
353.013	2	1	0	-53
358.011	2	1	0	-41
362.009	2	1	0	39
367.007	2	1	0	13
371.006	2	1	0	33
376.004	2	1	0.837	-3
380.002	2	1	0	-25
384.017	2	1	0	-52
388.016	2	1	0	49
392.014	2	1	0	-27
399.012	2	1	0	-50
406.009	2	1	0	15
413.006	2	1	0	54
419.004	2	1	0	-9
425.002	2	1	0	47
429.017	2	1	0	7
435.015	2	1	0	-37
439.013	2	1	0	-21
444.011	2	1	0	1
448.01	2	1	0	31
453.008	2	1	0	-35
458.006	2	1	0	23
462.005	2	1	0	-43
466.003	2	1	0	-11
473.017	2	1	0	-5
477.016	2	1	0	-3
481.014	2	1	0	-19
486.012	2	1	0	29
492.01	2	1	0	17
496.008	2	1	0	51
500.007	2	1	0	45
505.005	2	1	0	-50
510.003	2	1	0	-41
515.001	2	1	0	-5
521.015	2	1	0	15
527.013	2	1	0	-19
531.012	2	1	0	-11
538.009	2	1	0	7
545.006	2	1	0	1
552.004	2	1	0.821	-35
558.018	2	1	0	54
563.016	2	1	0	45
567.015	2	1	0	39
573.013	2	1	0	23
579.01	2	1	0.881	-27
583.009	2	1	0	-52
589.006	2	1	0	-53
596.004	2	1	0	51
603.018	2	1	0	47
609.015	2	1	0	-21
613.014	2	1	0.789	-52
620.011	2	1	0	17
625.009	2	1	0	13
629.008	2	1	0	49
635.006	2	1	0	-9
641.003	2	1	0	-35
645.002	2	1	0	31
652.016	2	1	1.22	-53
656.014	2	1	0	-3
660.013	2	1	0	33
664.011	2	1	0	-27
671.009	2	1	0	29
675.007	2	1	0	-25
679.006	2	1	0	-43
684.004	2	1	0	-37
