onset	duration	accuracy	response_time	image
12.015	2	1	0	-37
16.014	2	1	0	15
20.012	2	1	0	-5
24.011	2	1	0	-3
31.008	2	1	0.657	-21
37.006	2	1	0	39
44.003	2	1	0	-19
49.018	2	1	0	45
56.015	2	1	0	13
60.014	2	1	0	-51
64.012	2	1	0	47
69.01	2	1	0	-11
73.009	2	1	0.609	-5
78.007	2	1	0	-35
82.005	2	1	0	23
88.003	2	1	0	17
92.018	2	1	0	-52
97.016	2	1	0	1
104.014	2	1	0	53
108.012	2	1	0	-25
115.01	2	1	0	-21
120.008	2	1	0	50
124.006	2	1	0	-41
129.004	2	1	0	-27
136.002	2	1	0.546	45
141.016	2	1	0	33
145.015	2	1	0	-43
149.013	2	1	0	7
153.012	2	1	0	-49
158.01	2	1	0	-9
164.008	2	1	0	29
170.005	2	1	0	54
175.004	2	1	0	31
180.002	2	1	0	23
186.016	2	1	0	-52
191.014	2	1	0	17
198.011	2	1	0	45
202.01	2	1	0	-35
206.008	2	1	0	50
210.007	2	1	0	1
215.005	2	1	0	33
220.003	2	1	0	-3
225.001	2	1	0	-5
229.016	2	1	0	29
236.014	2	1	0.646	29
240.012	2	1	0	39
244.011	2	1	0	-25
250.008	2	1	0	15
256.006	2	1	0	31
260.005	2	1	0	53
264.003	2	1	0	-49
268.002	2	1	0	-37
275.016	2	1	0.539	-11
280.014	2	1	0	7
286.011	2	1	0	-51
292.009	2	1	0	-41
298.007	2	1	0	47
302.005	2	1	0	-27
306.004	2	1	0	-43
313.018	2	1	0	-21
320.015	2	1	0	-11
324.014	2	1	0	-19
329.012	2	1	0	54
335.009	2	1	0	-9
339.008	2	1	0	13
345.006	2	1	0	13
350.004	2	1	0	-37
354.002	2	1	0	45
360.017	2	1	0	31
366.014	2	1	0	-51
370.013	2	1	0	-11
376.011	2	1	0	50
382.008	2	1	0	-27
389.006	2	1	0.646	-3
393.004	2	1	0	39
400.001	2	1	0	7
404.017	2	1	0	53
411.014	2	1	0	17
418.011	2	1	0	-3
422.01	2	1	0.626	-35
427.008	2	1	0	-19
433.006	2	1	0	1
439.003	2	1	0	23
443.002	2	1	0	-5
450.016	2	1	0	-43
454.014	2	1	0	15
458.013	2	1	0.613	-27
462.011	2	1	0	-52
467.009	2	1	0	-35
473.007	2	1	0	-41
479.005	2	1	0	-21
483.003	2	1	0	33
489.018	2	1	0	-25
494.016	2	1	0	29
498.014	2	1	0	54
502.013	2	1	0	-49
507.011	2	1	0	47
512.009	2	1	0	-9
516.008	2	1	0	-9
523.005	2	1	0	54
527.003	2	1	0	-25
534.017	2	1	0	-11
538.016	2	1	0.658	54
545.013	2	1	0	47
549.012	2	1	0	17
555.009	2	1	0	-5
559.008	2	1	0	13
563.006	2	1	0.779	-51
570.004	2	1	0	-43
574.002	2	1	0	-37
580.017	2	1	0	-3
584.015	2	1	0	23
591.012	2	1	0	-35
595.011	2	1	0	-51
599.009	2	1	0	7
606.007	2	1	0	-21
612.004	2	1	0	31
617.003	2	1	0	-19
623.017	2	1	0	50
630.014	2	1	0	45
635.012	2	1	0	33
641.01	2	1	0	39
648.007	2	1	0	53
655.005	2	1	0	-27
659.003	2	1	0	-49
666.017	2	1	0	-41
671.015	2	1	0	29
675.014	2	1	0	-52
679.012	2	1	0	1
683.011	2	1	0	15
