onset	duration	accuracy	response_time	image
12.005	2	0	0	53
14.054	2	1	0.565	-5
16.12	2	0	0.633	-6
20.002	2	1	0.714	8
24.017	2	1	0.658	-21
30.015	2	1	0.342	-22
34.013	2	1	0.564	23
40.011	2	0	1.248	13
46.009	2	1	0.73	-14
48.074	2	1	0.591	16
54.006	2	1	0.679	17
56.071	2	0	0.553	18
58.137	2	1	0.707	-19
64.002	2	1	1.242	-50
66.068	2	1	0.496	1
70.016	2	0	0.593	2
72.082	2	1	0.703	-4
74.148	2	1	0.67	-54
76.197	2	1	0.734	-5
82.012	2	0	0.304	-6
86.01	2	1	0.53	7
88.076	2	1	1.104	13
92.008	2	1	0.57	-14
94.074	2	1	0.56	15
98.005	2	1	0.636	-51
100.071	2	1	0.674	-21
102.137	2	1	0.435	-22
106.002	2	1	0.575	24
110.018	2	1	0.609	49
112.083	2	1	0.68	-9
114.149	2	1	0.58	10
116.215	2	1	0.708	-11
118.281	2	1	0.578	1
120.347	2	0	0.728	2
122.413	2	1	0.677	-3
124.462	2	0	0.979	52
126.528	2	1	0.513	17
130.01	2	0	0.568	18
132.076	2	0	0.624	-20
134.142	2	1	0.811	-9
140.006	2	1	0.661	10
142.072	2	1	0.539	-12
144.138	2	1	0.681	13
148.003	2	1	0.633	-14
150.069	2	1	0.566	15
154.018	2	1	0.657	-50
160.015	2	1	0.612	17
164.014	2	0	0.525	18
170.011	2	0	0.734	-20
172.077	2	1	0.5	-9
178.008	2	1	1.105	10
182.007	2	1	0.515	-12
188.005	2	1	0.543	1
192.003	2	0	0.793	2
198.017	2	1	0.674	-4
204.015	2	0	0.835	-21
206.081	2	1	0.538	-22
208.164	2	1	0.584	24
212.012	2	1	0.605	49
214.095	2	1	0.603	-5
220.009	2	0	0.347	-6
222.092	2	1	0.617	7
224.174	2	1	0.708	-9
226.257	2	1	0.537	10
230.005	2	1	0.575	-11
236.003	2	0	0.886	52
242.017	2	1	0.698	13
248.015	2	1	0.65	-14
250.098	2	1	0.601	16
254.013	2	0	0.726	53
258.011	2	1	0.847	-21
264.009	2	1	0.672	-22
266.092	2	1	0.638	23
268.158	2	1	0.693	-51
272.006	2	1	0.651	1
274.089	2	0	0.545	2
280.003	2	1	0.736	-3
282.086	2	1	0.715	-5
284.168	2	0	0.643	-6
286.234	2	1	0.656	8
292.015	2	1	0.594	-54
296.014	2	1	0.587	17
298.096	2	0	0.641	18
304.011	2	1	0.833	-19
