onset	duration	accuracy	response_time	image
12.015	2	1	0	-5
16.013	2	1	0.871	-21
22.011	2	1	0	29
29.008	2	1	0	13
34.006	2	1	0	-35
38.005	2	1	0	-37
43.003	2	1	0	-43
47.018	2	1	0	-53
51.016	2	1	0	1
57.014	2	1	0	39
61.013	2	1	1.024	-9
67.01	2	1	0	15
72.008	2	1	0	-25
77.007	2	1	0	-50
84.004	2	1	0	-19
89.019	2	1	0	47
96.016	2	1	0	17
103.013	2	1	0	-11
107.012	2	1	0	23
111.01	2	1	0	33
115.009	2	1	0	54
120.007	2	1	0	-41
125.005	2	1	0	51
132.002	2	1	0	-3
136.017	2	1	0	-21
140.016	2	1	0	45
144.014	2	1	0	7
150.012	2	1	0	31
157.01	2	1	0	-27
161.008	2	1	0	-9
166.006	2	1	0	52
172.004	2	1	0	-49
176.002	2	1	0	13
183.016	2	1	0	-9
188.014	2	1	0	45
192.013	2	1	0	-43
196.011	2	1	0	-49
200.01	2	1	0	29
205.008	2	1	0	-19
211.006	2	1	1.253	45
216.004	2	1	0	-27
220.002	2	1	0	7
224.017	2	1	0	-3
229.015	2	1	0	51
233.014	2	1	0	33
238.012	2	1	0	39
244.01	2	1	0	-35
250.008	2	1	0	1
255.006	2	1	0	47
259.004	2	1	0	-37
264.002	2	1	0.753	33
270.017	2	1	0	-41
275.015	2	1	0	-53
282.012	2	1	0	23
287.01	2	1	0.672	-3
294.008	2	1	0	52
298.006	2	1	0	-11
302.004	2	1	0	-50
308.002	2	1	0	54
314.017	2	1	0	-25
318.015	2	1	0	-21
322.014	2	1	0	31
326.012	2	1	0	-5
333.009	2	1	0	17
339.007	2	1	0	15
345.005	2	1	0	-19
352.002	2	1	0	-37
357.017	2	1	0	54
364.014	2	1	0	45
368.013	2	1	0	-53
375.01	2	1	0.671	15
381.008	2	1	0	13
385.006	2	1	0	-43
392.004	2	1	0	23
399.018	2	1	0	29
403.016	2	1	0	17
410.014	2	1	0	-35
417.011	2	1	0	-50
424.008	2	1	0	-5
428.007	2	1	0	-11
432.005	2	1	0	15
436.004	2	1	0	52
443.018	2	1	0	-41
450.015	2	1	0	-21
456.013	2	1	0	1
463.01	2	1	0	47
467.009	2	1	0.964	-27
471.007	2	1	0	51
475.006	2	1	0	39
480.004	2	1	0	-25
484.002	2	1	0	-49
490.017	2	1	0	-9
494.015	2	1	0	31
498.013	2	1	0	7
503.012	2	1	0	33
508.01	2	1	0	-3
513.008	2	1	0	-27
519.005	2	1	0	33
523.004	2	1	0	-49
530.018	2	1	0	-50
535.016	2	1	0	-11
541.014	2	1	0	-53
545.012	2	1	0	39
552.01	2	1	0	-19
558.007	2	1	0	-27
562.006	2	1	0	1
566.004	2	1	0	-9
570.003	2	1	0	51
574.001	2	1	0	-21
579.016	2	1	1.147	39
583.015	2	1	0	7
587.013	2	1	0	47
593.011	2	1	0.752	51
597.009	2	1	0	-5
603.007	2	1	0	-41
610.004	2	1	0.717	54
614.003	2	1	0	52
618.001	2	1	0	29
622.016	2	1	0	15
626.015	2	1	0	23
632.013	2	1	0	13
637.011	2	1	0	-37
643.008	2	1	0	45
648.007	2	1	0	-25
654.004	2	1	0	-3
658.003	2	1	0	17
664.017	2	1	0	54
668.016	2	1	0	-43
675.013	2	1	0	-35
681.011	2	1	0	31
