onset	duration	accuracy	response_time	image
12.011	2	1	0.494	-21
19.008	2	1	0	-43
23.007	2	1	0	13
30.004	2	1	0	-5
36.018	2	1	0	49
40.017	2	1	0	-52
45.015	2	1	0	-21
51.013	2	1	0	-19
55.011	2	1	0	31
59.01	2	1	0	-41
66.007	2	1	0	17
70.006	2	1	0	-37
76.003	2	1	0	23
83.017	2	1	0	-3
89.015	2	1	0	39
95.013	2	1	0	50
102.01	2	1	0	47
109.007	2	1	0	-54
116.005	2	1	0	33
121.003	2	1	0	1
126.018	2	1	0	-35
130.016	2	1	0	7
136.014	2	1	0	-51
143.011	2	1	0	29
149.009	2	1	0	15
153.007	2	0	0	13
157.006	2	1	0	53
162.004	2	1	0	-27
166.002	2	1	0	-9
170.018	2	1	0	-25
175.016	2	1	0	-11
182.013	2	1	0	45
187.011	2	1	0	-21
193.009	2	1	0	-25
198.007	2	1	0	50
202.005	2	1	0	-9
206.004	2	1	0	29
211.002	2	1	0	-37
217.016	2	1	0	15
224.014	2	1	0	-41
230.011	2	1	0	17
237.009	2	1	0	7
241.007	2	1	0	-43
246.005	2	1	0	47
251.003	2	1	0	39
255.002	2	1	0	-27
259.017	2	1	0	23
263.016	2	1	0	49
267.014	2	0	0	45
273.012	2	1	0	-51
277.01	2	1	0	13
282.008	2	1	0	1
286.007	2	1	0	33
290.005	2	1	0	-19
295.003	2	1	0.68	-37
302.017	2	1	0	45
307.016	2	1	0	-35
313.013	2	1	0	-54
318.011	2	1	0	-3
322.01	2	1	0	31
328.008	2	1	0	-5
332.006	2	1	0	53
339.003	2	1	0.655	-11
343.002	2	1	0	-52
350.016	2	1	0	-11
354.014	2	1	0	-54
361.012	2	1	0	50
366.01	2	1	0.496	-19
370.008	2	1	0	23
376.006	2	1	0	47
383.003	2	1	0	29
390.017	2	1	0	13
395.015	2	1	0	-11
400.014	2	1	0	17
404.012	2	1	0	-27
409.01	2	1	0	33
413.009	2	1	0	49
417.007	2	1	0	1
424.005	2	1	0	53
428.003	2	1	0	-25
432.001	2	1	0	-5
438.016	2	1	0	39
442.014	2	1	0	-19
446.013	2	1	0	-43
451.011	2	1	0	-35
457.009	2	1	0	-3
464.006	2	1	0.628	-35
470.004	2	1	0	-52
474.002	2	1	0	45
478.017	2	1	0	-21
484.015	2	1	0	-41
490.013	2	1	0.702	-43
496.01	2	1	0	-51
500.009	2	1	0	-9
506.007	2	1	0	7
513.004	2	1	0	31
520.001	2	1	0	-37
524.017	2	1	0	15
530.014	2	1	0	33
537.012	2	1	0.75	-51
544.009	2	1	0	31
550.007	2	1	0	23
556.004	2	1	0	1
560.003	2	1	0	-37
564.001	2	1	0	-25
571.015	2	1	0	-35
575.014	2	1	0	15
580.012	2	1	0	-41
586.01	2	1	0	-5
590.008	2	1	0	17
595.006	2	1	0	-11
602.004	2	1	0	-54
607.002	2	1	0	13
612.016	2	1	0	50
616.015	2	1	0	53
620.013	2	1	0	29
627.011	2	1	0	47
631.009	2	1	0	-52
635.008	2	1	0	-9
640.006	2	1	0	-43
644.004	2	1	0	-51
648.003	2	1	0	45
654.017	2	1	0	-27
658.016	2	1	0	7
663.014	2	1	0	39
667.012	2	1	0.727	49
671.011	2	1	0	-21
675.009	2	1	0	49
679.008	2	1	0	-3
683.006	2	1	0	-19
