onset	duration	accuracy	response_time	image
12.014	2	1	0	39
18.012	2	1	1.758	1
24.009	2	1	0	-11
31.007	2	1	0	-43
35.005	2	1	0	-25
39.004	2	1	0	15
45.018	2	1	0	-37
49.017	2	1	0	-49
56.014	2	1	0.718	-5
63.011	2	1	0	-19
70.009	2	1	0	-53
75.007	2	1	0	-21
79.005	2	1	0	-35
85.003	2	1	0	-27
92.017	2	1	0	52
97.015	2	1	0	13
104.012	2	1	0	-3
108.011	2	1	0	-50
115.008	2	1	0	-9
119.007	2	1	0.573	-25
123.005	2	1	0	-5
128.003	2	1	0	45
133.018	2	1	0	29
137.016	2	1	0	-41
141.015	2	1	0	54
145.013	2	1	0	33
149.012	2	1	0	1
155.01	2	1	0	23
161.007	2	0	0	29
166.006	2	1	0	31
170.004	2	1	0	17
174.002	2	1	0	7
178.018	2	1	0	51
185.015	2	1	0	47
189.013	2	1	0	-3
193.012	2	1	0	39
197.01	2	1	0	-19
201.009	2	1	0	-53
207.007	2	1	0	-27
211.005	2	1	0	-9
217.003	2	1	0	-41
221.001	2	1	0	-49
227.016	2	1	0	31
231.014	2	1	0	51
237.012	2	1	0	47
244.009	2	1	0	-43
249.007	2	1	0	-37
255.005	2	1	0	33
262.002	2	1	0	-5
267.017	2	1	0	1
271.016	2	1	0	-35
275.014	2	1	0	15
281.012	2	1	0	7
286.01	2	1	0	-50
290.008	2	1	0	13
297.006	2	1	0	23
301.004	2	1	0	-25
308.018	2	1	0.655	-19
315.016	2	1	0	29
319.014	2	1	0	52
323.013	2	1	0	-11
330.01	2	1	0	17
334.008	2	1	0	45
338.007	2	1	0	-21
342.005	2	1	0	54
348.003	2	1	0	15
355.017	2	1	0	-37
359.016	2	1	0	23
364.014	2	1	0	29
368.012	2	1	0	-3
372.011	2	1	0	45
379.008	2	1	0	-21
385.006	2	1	0	-50
391.004	2	1	0	33
396.002	2	1	0	47
400.017	2	1	0	1
404.015	2	1	0	-11
409.013	2	1	0	-5
414.011	2	1	0	-9
421.009	2	1	0	-19
425.007	2	1	0	7
431.005	2	1	0	-35
437.003	2	1	0	13
441.018	2	1	0	-27
447.016	2	1	0	51
452.014	2	1	0	39
456.012	2	1	0	-41
461.01	2	0	0	7
467.008	2	1	0	31
474.005	2	1	0	54
478.004	2	1	0	-53
482.002	2	1	0	52
487.017	2	1	0	-43
492.015	2	1	0.587	-43
496.014	2	1	0	17
501.012	2	1	0	-49
508.009	2	1	0	-25
515.006	2	1	1.124	31
519.005	2	1	0	51
523.003	2	1	0	52
527.002	2	1	0	33
531.017	2	1	0	-43
537.015	2	1	0	-9
544.012	2	1	0.695	-53
548.011	2	1	0	-21
553.009	2	1	0	17
559.006	2	1	0	1
564.005	2	1	0	23
570.002	2	1	0	-3
574.017	2	1	0	-53
581.015	2	1	0	-49
586.013	2	1	0	54
593.01	2	1	0	45
597.009	2	1	0	39
601.007	2	1	0	15
606.005	2	1	0	-19
612.003	2	1	0	-27
617.018	2	1	0	29
623.015	2	1	0	47
630.013	2	1	0	-41
635.011	2	1	0	-5
642.008	2	1	0.74	51
647.006	2	1	0	-11
651.005	2	1	0	7
657.003	2	1	0	-25
662.017	2	1	0	13
668.015	2	1	0	-35
672.014	2	1	0	31
676.012	2	1	0	-37
681.01	2	1	0	-50
