onset	duration	accuracy	response_time	image
12.011	2	1	0	-22
16.01	2	1	0	-28
23.007	2	0	0	18
27.006	2	1	0	-44
31.004	2	1	0	16
38.018	2	1	0	-59
43.016	2	1	0	18
50.014	2	1	0	58
57.011	2	0	0	-22
64.008	2	1	0	8
68.007	2	1	0	2
73.005	2	1	0	42
80.002	2	1	0	-12
85.017	2	1	0	48
91.015	2	1	0	-36
98.012	2	1	0	56
103.01	2	1	0	-20
108.008	2	1	0	34
115.006	2	1	0	40
122.003	2	1	0	60
126.018	2	1	0	32
131.016	2	1	0	-55
137.014	2	1	0	-46
142.012	2	1	0	26
146.011	2	1	0	24
150.009	2	1	0	-6
155.007	2	1	0	-38
162.005	2	1	0	-14
166.003	2	1	0	-57
172.018	2	1	0	-30
178.015	2	1	0.786	42
183.013	2	1	0	-4
189.011	2	1	0	10
195.009	2	1	0	16
199.007	2	1	0	-20
203.006	2	1	0	42
208.004	2	1	0	40
214.002	2	1	0	-36
219.016	2	1	0	26
223.015	2	1	0.629	-46
230.012	2	1	0	-14
234.011	2	1	0	-55
240.008	2	1	0	8
247.006	2	1	0	-30
251.004	2	1	0	10
258.002	2	1	0	24
262.017	2	1	0	-12
268.014	2	1	0	-57
272.013	2	1	0	-44
276.011	2	1	0	-28
280.01	2	1	0	-59
286.008	2	1	0	48
290.006	2	1	0	-22
294.005	2	1	0	34
298.003	2	1	0.649	16
303.018	2	1	0	56
307.016	2	1	0	-46
313.014	2	1	0	18
320.011	2	1	0	-4
327.009	2	1	0	58
334.006	2	1	0	-38
338.004	2	1	0	-6
344.002	2	1	0	60
350.017	2	1	0	2
354.015	2	1	0	32
359.013	2	1	0	32
363.012	2	1	0	40
367.01	2	1	0	18
372.008	2	1	0	-12
378.006	2	1	0	58
385.003	2	1	0.713	-12
389.002	2	1	0	-28
394.017	2	1	0	48
398.015	2	1	0	2
404.013	2	1	0	60
410.011	2	1	0	42
415.009	2	1	0	-22
419.007	2	1	0	-36
425.005	2	1	0	-14
432.002	2	1	0	-59
436.017	2	1	0	8
440.016	2	1	0	24
444.014	2	1	0	34
449.012	2	1	0	-44
455.01	2	1	0	-57
459.009	2	1	0	-46
463.007	2	1	0.658	40
470.004	2	1	0	10
476.002	2	1	0	-38
481.017	2	1	0	-20
486.015	2	1	0	-6
493.012	2	1	0	26
497.011	2	1	0	-55
501.009	2	1	0	16
507.007	2	1	0	-4
511.005	2	1	0	56
515.004	2	1	0	-30
520.002	2	1	0	-46
524.017	2	1	0	42
528.016	2	1	0	32
535.013	2	1	0	-59
539.011	2	1	0	16
543.01	2	1	0.616	-36
550.007	2	1	0	58
557.005	2	1	0	-30
561.003	2	1	0	-55
566.001	2	1	0	48
571.016	2	1	0	10
577.014	2	1	0	-6
581.012	2	1	0	-57
588.01	2	1	0	56
593.008	2	1	0	34
599.005	2	1	0.94	-52
605.003	2	1	0	-20
610.018	2	1	0	24
616.016	2	1	0	-12
623.013	2	1	0	2
628.011	2	1	0	40
632.01	2	1	0	-28
636.008	2	1	0	60
641.006	2	1	0	-44
645.005	2	1	0	-38
649.003	2	1	0	-36
653.002	2	1	0	8
660.016	2	1	0	18
664.014	2	1	0	26
670.012	2	1	0	-4
676.01	2	1	0	-14
680.008	2	1	0.699	-49
684.007	2	1	0	-22
