onset	duration	accuracy	response_time	image
12.007	2	1	0	29
16.005	2	1	0	45
22.003	2	1	0	50
26.018	2	1	0	-35
30.016	2	1	0	31
37.014	2	1	0	-54
43.011	2	1	0	33
49.009	2	1	0	-41
54.007	2	1	0	-3
58.006	2	1	0	-49
65.003	2	1	0	39
71.018	2	1	0	-9
75.016	2	1	0.691	-21
79.014	2	1	0	-19
86.012	2	1	0	-25
90.01	2	1	0	1
97.008	2	1	0	-21
104.005	2	1	0	-11
108.003	2	1	0	7
113.018	2	1	0	15
117.017	2	1	0.729	17
122.015	2	1	0	23
127.013	2	1	0	-5
132.011	2	1	1.247	45
139.008	2	1	0	51
144.006	2	1	0	-52
148.005	2	1	0	47
155.002	2	1	0	-43
162.016	2	1	0	17
168.014	2	1	0	53
175.011	2	1	0	13
179.01	2	1	0	-37
183.008	2	1	0	-27
187.007	2	1	0	31
191.005	2	1	0	-5
195.004	2	1	0	51
199.002	2	1	0	-54
206.016	2	1	0	-11
211.014	2	1	0	17
216.012	2	1	0	47
220.011	2	1	0	-19
227.008	2	1	0	23
231.007	2	1	0	15
236.005	2	1	0	33
240.003	2	1	0	-3
244.002	2	1	0.729	-41
249.017	2	1	0	29
255.014	2	1	0	50
259.013	2	1	0	-37
263.011	2	1	0	-25
267.01	2	1	0	-21
271.008	2	1	0	-35
278.006	2	1	0	-49
285.003	2	1	0	13
290.018	2	1	0.61	-11
295.016	2	1	0	45
301.013	2	1	0	53
306.012	2	1	0	-41
313.009	2	1	0	39
319.007	2	1	0	7
324.005	2	1	0	-52
330.003	2	1	0	-27
334.018	2	1	0	-43
338.016	2	1	0	-9
345.014	2	1	0	1
349.012	2	1	0	53
353.01	2	1	0	15
358.009	2	1	0	-3
362.007	2	1	0	-52
368.005	2	1	0	-5
373.003	2	1	0	33
379.017	2	1	0	-9
383.016	2	1	0	-25
389.014	2	1	0	13
396.011	2	1	0	50
400.009	2	1	0	39
406.007	2	1	0	1
410.006	2	1	0	-11
415.004	2	1	0	-35
419.002	2	1	0	29
424.017	2	1	0	51
428.015	2	1	0.723	23
435.013	2	1	0	17
440.011	2	1	0	-41
445.009	2	1	0	47
451.007	2	1	0	-19
458.004	2	1	0	31
462.002	2	1	0	-43
467.017	2	1	0	-49
473.015	2	1	0	-21
477.013	2	1	0	7
481.012	2	1	0	-54
488.009	2	1	0	-37
495.007	2	1	0	-27
499.005	2	1	0	45
506.002	2	1	0	23
513.016	2	1	0	53
517.015	2	1	0	-11
524.012	2	1	0	-19
528.011	2	1	0.735	-35
532.009	2	1	0	7
537.007	2	1	0	-27
541.006	2	1	0	23
547.004	2	1	0	-3
553.018	2	1	0	31
560.015	2	1	0	-49
564.014	2	1	0	15
570.011	2	1	0	-52
576.009	2	1	0.714	47
580.008	2	1	0	39
586.005	2	1	0	51
591.004	2	1	0	47
597.018	2	1	0	-43
601.016	2	1	0	13
606.014	2	1	0	29
610.013	2	1	0	17
615.011	2	1	0	-9
619.009	2	1	0.624	50
625.007	2	1	0	-41
629.006	2	1	0	1
636.003	2	1	0	-54
641.018	2	1	0	-21
648.015	2	1	0	-5
652.014	2	1	0	-37
656.012	2	1	0	-35
662.01	2	1	0	50
666.008	2	1	0	-25
670.007	2	1	0	33
676.005	2	1	0.692	-49
682.002	2	1	0	45
